objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight,count,GGOI,filename,display_template,object_location,image_thumb,image_small
ce_ca_d1_2418-b,ce_ca_d1_2418-a,Ce.2418,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2418-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,116.27,39.30,8.09,44.9,1,,CE_CA_D1_2418-b.jpg,artifact_image,,,
ce_ca_d1_2419-a,,Ce.2419,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2419-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,129.59,44.59,10.99,71.1,1,,CE_CA_D1_2419-a.jpg,artifact_image,,,
ce_ca_d1_2419-b,ce_ca_d1_2419-a,Ce.2419,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_2419-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,flint,N/A,129.59,44.59,10.99,71.1,1,,CE_CA_D1_2419-b.jpg,artifact_image,,,
ce_ca_d1_2420_model,,Ce.2420 Model,Indigenous,,,,,,,,,,,,,,CE_CA_D1_2420_model,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,InteractiveResource;3DObject,,"item was missing title, title was filled with identifier",no publish - artifacts,,,,,,,"Flint Ridge, Ohio",76.34,35.05,28.99,96.8,1,,CE_CA_D1_2420_model.jpg,3d_model,,,
ce_ca_d1_2420_model_mtl,ce_ca_d1_2420_model,,Indigenous,,,,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,no,,,model/mtl,,no publish - artifacts,,,,,,,,,,,,,,CE_CA_D1_2420_model.mtl,3d_model_child,,,
ce_ca_d1_2420_model_obj,ce_ca_d1_2420_model,,Indigenous,,,,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,no,,,model/obj,,no publish - artifacts,,,,,,,,,,,,,,CE_CA_D1_2420_model.obj,3d_model_child,,,
ce_ca_d1_2420_model_stl,ce_ca_d1_2420_model,,Indigenous,,,,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,no,,,model/stl,,no publish - artifacts,,,,,,,,,,,,,,CE_CA_D1_2420_model.stl,3d_model_child,,,
ce_ca_d1_2420_model_x3d,ce_ca_d1_2420_model,,Indigenous,,,,,,,,,,,,,,,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,,no,,,model/x3d,,no publish - artifacts,,,,,,,,,,,,,,CE_CA_D1_2420_model.x3d,3d_model_child,,,
ce_ca_d1_2420-a,,Ce.2420,Indigenous,,N/A,,"Evidence of pressure flaking is present on this blade core. Created by an unknown Indigenous creator, possibly of the Hopewell culture. Created using flint from Flint Ridge, Ohio. Marked: X F.VII",artifacts; lithics,,,,,,,,,CE_CA_D1_2420-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,core,,"Flint Ridge, Ohio",76.34,35.05,28.99,96.8,1,,CE_CA_D1_2420-a.jpg,artifact_image,,,
ce_ca_d1_2420-b,ce_ca_d1_2420-a,Ce.2420,Indigenous,,N/A,,"Evidence of pressure flaking is present on this blade core. Created by an unknown Indigenous creator, possibly of the Hopewell culture. Created using flint from Flint Ridge, Ohio. Marked: X F.VII",artifacts; lithics,,,,,,,,,CE_CA_D1_2420-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,core,,"Flint Ridge, Ohio",76.34,35.05,28.99,96.8,1,,CE_CA_D1_2420-b.jpg,artifact_image,,,
ce_ca_d1_38-a,,Ce.38,Indigenous,,N/A,,Mesoamerican,artifacts; lithics,,,,,,,,,CE_CA_D1_38-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,figurine,jadeite (?),N/A,177.25,70.17,27.99,369.4,1,,CE_CA_D1_38-a.jpg,artifact_image,,,
ce_ca_d1_38-b,ce_ca_d1_38-a,Ce.38,Indigenous,,N/A,,Mesoamerican,artifacts; lithics,,,,,,,,,CE_CA_D1_38-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,figurine,jadeite (?),N/A,177.25,70.17,27.99,369.4,,,CE_CA_D1_38-b.jpg,artifact_image,,,
ce_ca_d1_6226-a,,Ce.6226,Indigenous,,N/A,,"No contextual data, plummet, probably from California. (DHC)",artifacts; lithics,,,,,,,,,CE_CA_D1_6226-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,,N/A,105.93,40.55,36.41,135.70,1,,CE_CA_D1_6226-a.jpg,artifact_image,,,
ce_ca_d1_6226-b,ce_ca_d1_6226-a,Ce.6226,Indigenous,,N/A,,"No contextual data, plummet, probably from California. (DHC)",artifacts; lithics,,,,,,,,,CE_CA_D1_6226-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,,N/A,105.93,40.55,36.41,135.70,1,,CE_CA_D1_6226-b.jpg,artifact_image,,,
ce_ca_d1_6246-a,,Ce.6246,Indigenous,,N/A,,Numbered,artifacts; lithics,,,,,,,,,CE_CA_D1_6246-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,flint,N/A,59.03,39.58,5.98,13.1,1,,CE_CA_D1_6246-a.jpg,artifact_image,,,
ce_ca_d1_6246-b,ce_ca_d1_6246-a,Ce.6246,Indigenous,,N/A,,Numbered,artifacts; lithics,,,,,,,,,CE_CA_D1_6246-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,flint,N/A,59.03,39.58,5.98,13.1,1,,CE_CA_D1_6246-b.jpg,artifact_image,,,
ce_ca_d1_6254-a,,Ce.6254,Indigenous,,N/A,,Resharpened on shaft leaving skewed marginal axis,artifacts; lithics,,,,,,,,,CE_CA_D1_6254-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,cryptocrystalline silicate,N/A,74.29,39.50,8.57,23.0,1,,CE_CA_D1_6254-a.jpg,artifact_image,,,
ce_ca_d1_6254-b,ce_ca_d1_6254-a,Ce.6254,Indigenous,,N/A,,Resharpened on shaft leaving skewed marginal axis,artifacts; lithics,,,,,,,,,CE_CA_D1_6254-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,cryptocrystalline silicate,N/A,74.29,39.50,8.57,23.0,1,,CE_CA_D1_6254-b.jpg,artifact_image,,,
ce_ca_d1_6497-a,,Ce.6497,Indigenous,,N/A,,"Resharpened projectile, one tang broken",artifacts; lithics,,,,,,,,,CE_CA_D1_6497-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,cryptocrystalline silicate,N/A,56.67,39.77,9.50,11.2,1,,CE_CA_D1_6497-a.jpg,artifact_image,,,
ce_ca_d1_6497-b,ce_ca_d1_6497-a,Ce.6497,Indigenous,,N/A,,"Resharpened projectile, one tang broken",artifacts; lithics,,,,,,,,,CE_CA_D1_6497-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,cryptocrystalline silicate,N/A,56.67,39.77,9.50,11.2,1,,CE_CA_D1_6497-b.jpg,artifact_image,,,
ce_ca_d1_6501-a,,Ce.6501,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6501-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,97.97,52.17,14.06,80.6,1,,CE_CA_D1_6501-a.jpg,artifact_image,,,
ce_ca_d1_6501-b,ce_ca_d1_6501-a,Ce.6501,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6501-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,97.97,52.17,14.06,80.6,1,,CE_CA_D1_6501-b.jpg,artifact_image,,,
ce_ca_d1_6502-a,,Ce.6502,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6502-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,35.51,6.52,20.53,6.7,1,,CE_CA_D1_6502-a.jpg,artifact_image,,,
ce_ca_d1_6502-b,ce_ca_d1_6502-a,Ce.6502,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6502-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,35.51,6.52,20.53,6.7,1,,CE_CA_D1_6502-b.jpg,artifact_image,,,
ce_ca_d1_6503-a,,Ce.6503,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6503-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,32.51,30.63,9.37,10.4,1,,CE_CA_D1_6503-a.jpg,artifact_image,,,
ce_ca_d1_6503-b,ce_ca_d1_6503-a,Ce.6503,Indigenous,,N/A,,"Fragment, no other data",artifacts; lithics,,,,,,,,,CE_CA_D1_6503-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,groundstone,N/A,32.51,30.63,9.37,10.4,1,,CE_CA_D1_6503-b.jpg,artifact_image,,,
ce_ca_d1_6557-a,,Ce.6557,Indigenous,,N/A,,Alternate/opposite flaking on margins,artifacts; lithics,,,,,,,,,CE_CA_D1_6557-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,flint,N/A,148.94,37.78,11.11,53.0,1,,CE_CA_D1_6557-a.jpg,artifact_image,,,
ce_ca_d1_6557-b,ce_ca_d1_6557-a,Ce.6557,Indigenous,,N/A,,Alternate/opposite flaking on margins,artifacts; lithics,,,,,,,,,CE_CA_D1_6557-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,flint,N/A,148.94,37.78,11.11,53.0,1,,CE_CA_D1_6557-b.jpg,artifact_image,,,
ce_ca_d1_6558-a,,Ce.6558,Indigenous,,N/A,,Notice polishing on facial ridges,artifacts; lithics,,,,,,,,,CE_CA_D1_6558-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,,N/A,146.40,58.90,13.15,96.4,1,,CE_CA_D1_6558-a.jpg,artifact_image,,,
ce_ca_d1_6558-b,ce_ca_d1_6558-a,Ce.6558,Indigenous,,N/A,,Notice polishing on facial ridges,artifacts; lithics,,,,,,,,,CE_CA_D1_6558-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,,,N/A,146.40,58.90,13.15,96.4,1,,CE_CA_D1_6558-b.jpg,artifact_image,,,
ce_ca_d1_779-a,,Ce.779,Indigenous,,N/A,,"Elbow, Hopewell",artifacts; lithics,,,,,,,,,CE_CA_D1_779-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,pipe,groundstone,N/A,96.83,29.54,85.64,170,1,,CE_CA_D1_779-a.jpg,artifact_image,,,
ce_ca_d1_779-b,ce_ca_d1_779-a,Ce.779,Indigenous,,N/A,,"Elbow, Hopewell",artifacts; lithics,,,,,,,,,CE_CA_D1_779-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,pipe,groundstone,N/A,96.83,29.54,85.64,170,1,,CE_CA_D1_779-b.jpg,artifact_image,,,
ce_ca_d1_7882-a,,Ce.7882,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_7882-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,blade,cryptocrystalline silicate,N/A,106.02,32.92,15.72,36.7,1,,CE_CA_D1_7882-a.jpg,artifact_image,,,
ce_ca_d1_7882-b,ce_ca_d1_7882-a,Ce.7882,Indigenous,,N/A,,,artifacts; lithics,,,,,,,,,CE_CA_D1_7882-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,blade,cryptocrystalline silicate,N/A,106.02,32.92,15.72,36.7,1,,CE_CA_D1_7882-b.jpg,artifact_image,,,
ce_ca_d1_7883-a,,Ce.7883,Indigenous,,N/A,,Retouched,artifacts; lithics,,,,,,,,,CE_CA_D1_7883-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,debitage,cryptocrystalline silicate,N/A,68.68,24.88,9.46,12.9,1,,CE_CA_D1_7883-a.jpg,artifact_image,,,
ce_ca_d1_7883-b,ce_ca_d1_7883-a,Ce.7883,Indigenous,,N/A,,Retouched,artifacts; lithics,,,,,,,,,CE_CA_D1_7883-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,debitage,cryptocrystalline silicate,N/A,68.68,24.88,9.46,12.9,1,,CE_CA_D1_7883-b.jpg,artifact_image,,,
ce_ca_d1_8203-a,,Ce.8203,Indigenous,,N/A,,"One tang broken, numbered",artifacts; lithics,,,,,,,,,CE_CA_D1_8203-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,67.07,36.15,9.48,18.8,1,,CE_CA_D1_8203-a.jpg,artifact_image,,,
ce_ca_d1_8203-b,ce_ca_d1_8203-a,Ce.8203,Indigenous,,N/A,,"One tang broken, numbered",artifacts; lithics,,,,,,,,,CE_CA_D1_8203-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,67.07,36.15,9.48,18.8,1,,CE_CA_D1_8203-b.jpg,artifact_image,,,
ce_ca_d1_8301-a,,Ce.8301,Indigenous,,N/A,,"Numbered, no data",artifacts; lithics,,,,,,,,,CE_CA_D1_8301-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,67.13,30.73,6.57,6.93,1,,CE_CA_D1_8301-a.jpg,artifact_image,,,
ce_ca_d1_8301-b,ce_ca_d1_8301-a,Ce.8301,Indigenous,,N/A,,"Numbered, no data",artifacts; lithics,,,,,,,,,CE_CA_D1_8301-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,67.13,30.73,6.57,6.93,1,,CE_CA_D1_8301-b.jpg,artifact_image,,,
ce_ca_d1_8302-a,,Ce.8302,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8302-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,65.06,30.21,6.87,12.7,1,,CE_CA_D1_8302-a.jpg,artifact_image,,,
ce_ca_d1_8302-b,ce_ca_d1_8302-a,Ce.8302,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8302-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,65.06,30.21,6.87,12.7,1,,CE_CA_D1_8302-b.jpg,artifact_image,,,
ce_ca_d1_8303-a,,Ce.8303,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8303-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,88.99,26.79,9.31,21.0,1,,CE_CA_D1_8303-a.jpg,artifact_image,,,
ce_ca_d1_8303-b,ce_ca_d1_8303-a,Ce.8303,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8303-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,88.99,26.79,9.31,21.0,1,,CE_CA_D1_8303-b.jpg,artifact_image,,,
ce_ca_d1_8304-a,,Ce.8304,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8304-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,granitic,N/A,35.90,20.10,7.28,3.9,1,,CE_CA_D1_8304-a.jpg,artifact_image,,,
ce_ca_d1_8304-b,ce_ca_d1_8304-a,Ce.8304,Indigenous,,N/A,,No data,artifacts; lithics,,,,,,,,,CE_CA_D1_8304-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,granitic,N/A,35.90,20.10,7.28,3.9,1,,CE_CA_D1_8304-b.jpg,artifact_image,,,
ce_ca_d1_8305-a,,Ce.8305,Indigenous,,N/A,,"Reworked, no data",artifacts; lithics,,,,,,,,,CE_CA_D1_8305-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,37.95,38.37,9.80,14.1,1,,CE_CA_D1_8305-a.jpg,artifact_image,,,
ce_ca_d1_8305-b,ce_ca_d1_8305-a,Ce.8305,Indigenous,,N/A,,"Reworked, no data",artifacts; lithics,,,,,,,,,CE_CA_D1_8305-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,37.95,38.37,9.80,14.1,1,,CE_CA_D1_8305-b.jpg,artifact_image,,,
ce_ca_d1_8306-a,,Ce.8306,Indigenous,,N/A,,"Numbered, unknown origin",artifacts; lithics,,,,,,,,,CE_CA_D1_8306-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,46.48,28.03,7.22,8.3,1,,CE_CA_D1_8306-a.jpg,artifact_image,,,
ce_ca_d1_8306-b,ce_ca_d1_8306-a,Ce.8306,Indigenous,,N/A,,"Numbered, unknown origin",artifacts; lithics,,,,,,,,,CE_CA_D1_8306-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,A,1,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,46.48,28.03,7.22,8.3,1,,CE_CA_D1_8306-b.jpg,artifact_image,,,
